?cls,?mondo_label,?definition,?gene,?gene_label
<http://purl.obolibrary.org/obo/MONDO_0011462>,pyogenic arthritis-pyoderma gangrenosum-acne syndrome,"A rare pleiotropic autoinflammatory disorder of childhood, primarily affecting the joints and skin.",<http://identifiers.org/hgnc/9580>,PSTPIP1
<http://purl.obolibrary.org/obo/MONDO_0008827>,progressive pseudorheumatoid arthropathy of childhood,Progressive pseudorheumatoid arthropathy (dysplasia) of childhood (PPAC; PPD) presents as spondyloepiphyseal dysplasia (SED) tarda with progressive arthropathy and is described as a specific autosomal recessive subtype of SED.,<http://identifiers.org/hgnc/12771>,CCN6
<http://purl.obolibrary.org/obo/MONDO_0009265>,Gaucher disease type I,"Gaucher disease type 1 is the chronic non-neurological form of Gaucher disease (GD) characterized by organomegaly, bone involvement and cytopenia.",<http://identifiers.org/hgnc/4177>,GBA1
<http://purl.obolibrary.org/obo/MONDO_0800483>,SF3B4-related acrofacial dysostosis,"A congenital malformation syndrome characterized by mandibulofacial dysostosis and anterior upper-limb defects, though occasionally, lower-limb defects have also been reported. Intrafamilial variability has been observed along with phenotype variability and severity including shoulder and pelvic girdle hypoplasia, fibular hypoplasia and eleven ribs.",<http://identifiers.org/hgnc/10771>,SF3B4
<http://purl.obolibrary.org/obo/MONDO_0010224>,corpus callosum agenesis-abnormal genitalia syndrome,"Corpus callosum agenesis-abnormal genitalia syndrome is a rare, genetic developmental defect during embryogenesis syndrome characterized by agenesis of the corpus callosum, mild to severe neurological manifestations (intellectual disability, developmental delay, epilepsy, dystonia), and urogenital anomalies (hypospadias, cryptorchidism, renal dysplasia, ambiguous genitalia). Additionally, skeletal anomalies (limb contractures, scoliosis), dysmorphic facial features (large eyes, prominent supraorbital ridges, synophris) and optic atrophy have been observed.",<http://identifiers.org/hgnc/18060>,ARX
<http://purl.obolibrary.org/obo/MONDO_0010079>,Canavan disease,"A neurodegenerative disorder; its spectrum varies between severe forms with leukodystrophy, macrocephaly and severe developmental delay, and a very rare mild/juvenile form characterized by mild developmental delay.",<http://identifiers.org/hgnc/756>,ASPA
<http://purl.obolibrary.org/obo/MONDO_0013166>,GABA aminotransaminase deficiency,"Gamma-aminobutyric acid transaminase (GABA-T) deficiency is an extremely rare disorder of GABA metabolism characterized by a severe neonatal-infantile epileptic encephalopathy (manifesting with symptoms such as seizures, hypotonia, hyperreflexia and developmental delay) and growth acceleration.",<http://identifiers.org/hgnc/23>,ABAT
<http://purl.obolibrary.org/obo/MONDO_0009973>,reticular dysgenesis,Reticular dysgenesis is the most severe form of severe combined immunodeficiency (SCID) and is characterized by bilateral sensorineural deafness and a lack of innate and adaptive immune functions leading to fatal septicemia within days after birth if not treated.,<http://identifiers.org/hgnc/362>,AK2
<http://purl.obolibrary.org/obo/MONDO_0035441>,congenital autosomal recessive small-platelet thrombocytopenia,"A rare isolated constitutional thrombocytopenia characterized by neonatal onset of small-platelet thrombocytopenia with significantly increased bleeding tendency. Bleeding symptoms include petechial rash, mucosal bleeding, and heavy menstrual bleeding. Growth and development are normal, and there is no increased susceptibility to infections.",<http://identifiers.org/hgnc/4036>,FYB1
<http://purl.obolibrary.org/obo/MONDO_0035105>,diaphragmatic hernia-short bowel-asplenia syndrome,"A rare genetic multiple congenital anomalies/dysmorphic syndrome characterized by congenital diaphragmatic hernia, short bowel, and asplenia. Dysmorphic facial features include long forehead, hypertelorism, upturned nares, and small mandible. Atresia of the duodenum has also been reported.",<http://identifiers.org/hgnc/4978>,HLX
<http://purl.obolibrary.org/obo/MONDO_0007145>,aplasia cutis congenita,"Aplasia cutis congenita (ACC) is a rare skin disorder characterized by localized absence of skin that is usually located on the scalp but can occur anywhere on the body including the face, trunk and extremities. ACC may occasionally be associated with other anomalies.",<http://identifiers.org/hgnc/23505>,BMS1
<http://purl.obolibrary.org/obo/MONDO_0007793>,hypochondroplasia,"Hypochondroplasia is characterized by disproportionate short stature, mild lumbar lordosis and limited extension of the elbow joints.",<http://identifiers.org/hgnc/3690>,FGFR3
<http://purl.obolibrary.org/obo/MONDO_0007078>,pseudohypoparathyroidism type 1A,"A type of pseudohypoparathyroidism (PHP) characterized by renal resistance to parathyroid hormone (PTH), resulting in hypocalcemia, hyperphosphatemia, and elevated PTH; resistance to other hormones including thydroid stimulating hormone (TSH), gonadotropins and growth-hormone-releasing hormone (GHRH); and a constellation of clinical features known as Albright hereditary osteodystrophy (AHO).",<http://identifiers.org/hgnc/4392>,GNAS
<http://purl.obolibrary.org/obo/MONDO_0009661>,mucopolysaccharidosis type 6,"Mucopolysaccharidosis type 6 (MPS 6) is a lysosomal storage disease with progressive multisystem involvement, associated with a deficiency of arylsulfatase B (ASB) leading to the accumulation of dermatan sulfate.",<http://identifiers.org/hgnc/714>,ARSB
<http://purl.obolibrary.org/obo/MONDO_0010699>,Charcot-Marie-Tooth disease X-linked recessive 5,"X-linked Charcot-Marie-Tooth disease type 5 is a rare, genetic, peripheral sensorimotor neuropathy characterized by an X-linked recessive inheritance pattern and the infancy- to childhood-onset of: 1) progressive distal muscle weakness and atrophy (first appearing and more prominent in the lower extremities than the upper) which usually manifests with foot drop and gait disturbance, 2) bilateral, profound, prelingual sensorineural hearing loss and 3) progressive optic neuropathy. Females are asymptomatic and do not display the phenotype.",<http://identifiers.org/hgnc/9462>,PRPS1
<http://purl.obolibrary.org/obo/MONDO_0016369>,Rothmund-Thomson syndrome type 2,"Rothmund-Thomson syndrome type 2 is a subform of Rothmund-Thomson syndrome (RTS) presenting with a characteristic facial rash (poikiloderma) and frequently associated with short stature, sparse scalp hair, sparse or absent eyelashes and/or eyebrows, congenital bone defects and an increased risk of osteosarcoma in childhood and squamous cell carcinoma later in life.",<http://identifiers.org/hgnc/9949>,RECQL4
<http://purl.obolibrary.org/obo/MONDO_0011408>,hereditary spastic paraplegia 10,"Autosomal dominant spastic paraplegia type 10 (SPG10) is a rare type of hereditary spastic paraplegia that can present as either a pure form of spastic paraplegia with lower limb spasticity, hyperreflexia and extensor plantar responses, presenting in childhood or adolescence, or as a complex phenotype associated with additional manifestations including peripheral neuropathy with upper limb amyotrophy, moderate intellectual disability and parkinsonism. Deafness and retinitis pigmentosa were reported in one case.",<http://identifiers.org/hgnc/6323>,KIF5A
<http://purl.obolibrary.org/obo/MONDO_0010162>,tyrosinemia type III,"Tyrosinemia type 3 is an inborn error of tyrosine metabolism characterized by mild hypertyrosinemia and increased urinary excretion of 4-hydroxyphenylpyruvate, 4-hydroxyphenyllactate and 4-hydroxyphenylacetate.",<http://identifiers.org/hgnc/5147>,HPD
<http://purl.obolibrary.org/obo/MONDO_0009039>,Baller-Gerold syndrome,"Baller-Gerold syndrome is characterized by the association of coronal craniosynostosis with radial ray anomalies (oligodactyly, aplasia or hypoplasia of the thumb, aplasia or hypoplasia of the radius).",<http://identifiers.org/hgnc/9949>,RECQL4
<http://purl.obolibrary.org/obo/MONDO_0009255>,galactokinase deficiency,"Galactokinase deficiency is a rare mild form of galactosemia characterized by early onset of cataract and an absence of the usual signs of classic galactosemia, i.e. feeding difficulties, poor weight gain and growth, lethargy, and jaundice.",<http://identifiers.org/hgnc/4118>,GALK1
<http://purl.obolibrary.org/obo/MONDO_0012747>,glycogen storage disease due to aldolase A deficiency,Glycogen storage disease due to aldolase A deficiency is an extremely rare glycogen storage disease characterized by hemolytic anemia with or without myopathy or intellectual deficit. Myopathy can be severe enough to result in fatal rhabdomyolysis in some patients. A family with episodic rhabdomyolysis (triggerd by fever) without hemolytic anemia has recently been reported.,<http://identifiers.org/hgnc/414>,ALDOA
<http://purl.obolibrary.org/obo/MONDO_0011610>,dimethylglycine dehydrogenase deficiency,An extremely rare autosomal recessive glycine metabolism disorder characterized clinically in the single reported case to date by muscle fatigue and a fish-like odor. This is an n-of-1 use case where only one patient or family has been described with this disorder.,<http://identifiers.org/hgnc/24475>,DMGDH
<http://purl.obolibrary.org/obo/MONDO_0008038>,ataxia-pancytopenia syndrome,"A rare genetic disease characterized by cerebellar ataxia, cytopenias and predisposition to bone marrow failure and myeloid leukemia. Neurologic features variably include slowly progressive cerebellar ataxia or balance impairment with cerebellar atrophy and periventricular white matter T2 hyperintensities in brain MRI, horizontal and vertical nystagmus, dysmetria, dysarthria, pyramidal tract signs and reduced nerve conduction velocity. Hematological abnormalities are variable and may be intermittent and include cytopenias of all cell lineages, immunodeficiency, myelodysplasia and acute myeloid leukemia.",<http://identifiers.org/hgnc/1349>,SAMD9L
<http://purl.obolibrary.org/obo/MONDO_0008280>,Peutz-Jeghers syndrome,"Peutz-Jeghers syndrome (PJS) is an inherited gastrointestinal disorder characterized by development of characteristic hamartomatous polyps throughout the gastrointestinal (GI) tract, and by mucocutaneous pigmentation. PJS carries a considerably increased risk of GI and extra-GI malignancies.",<http://identifiers.org/hgnc/11389>,STK11
<http://purl.obolibrary.org/obo/MONDO_0014867>,spinocerebellar ataxia 43,"Spinocerebellar ataxia type 43 is a rare autosomal dominant cerebellar ataxia type I disorder characterized by late adult-onset of slowly progressive cerebellar ataxia, typically presenting with balance and gait disturbances, in association with axonal peripheral neuropathy resulting in reduced/absent deep tendon reflexes and sensory impairment. Lower limb pain and amyotrophy may be present, as well as various cerebellar signs, including dysarthria, nystagmus, hypometric saccades and tremor.",<http://identifiers.org/hgnc/7154>,MME
<http://purl.obolibrary.org/obo/MONDO_0009259>,gamma-glutamylcysteine synthetase deficiency,"Gamma-glutamylcysteine synthetase deficiency is principally characterized by hemolytic anemia, (usually rather mild), however, the presence of neurological symptoms has also been reported.",<http://identifiers.org/hgnc/4311>,GCLC
<http://purl.obolibrary.org/obo/MONDO_0014310>,hereditary sclerosing poikiloderma with tendon and pulmonary involvement,"Hereditary fibrosing poikiloderma-tendon contractures-myopathy-pulmonary fibrosis syndrome is a rare, genetic, hereditary poikiloderma syndrome characterized by early-onset poikiloderma (mainly on the face), hypotrichosis, hypohidrosis, muscle and tendon contractures with varus foot deformity, progressive proximal and distal muscle weakness in all extremities, and progressive pulmonary fibrosis. Mild lymphedema of the extremities, growth retardation, liver impairment, exocrine pancreatic insufficiency and hematologic abnormalities are additional variable features.",<http://identifiers.org/hgnc/24200>,FAM111B
